5492192;	45.545
5502192;	55.981
5522316;	19.050
5522317;	19.101
5532192;	34.532
5542193;	42.860
5561662;	19.122
5562192;	20.355
5572192;	33.912
5582193;	43.923
5603516;	19.278
5603516;	19.538
5612192;	31.107
5622192;	42.357
5640301;	18.718
5642192;	21.966
5652192;	33.718
5662192;	45.387
5672192;	19.996
5682193;	30.786
5692192;	40.620
5702192;	50.371
5714956;	17.462
5722192;	25.412
5732193;	35.690
5742192;	45.050
5752193;	54.412
5762192;	63.921
5772192;	17.339
5782193;	27.086
5792192;	38.515
5802192;	48.889
5812192;	17.473
5822193;	30.288
5832192;	42.132
5849953;	16.143
5852192;	19.836
5862193;	31.859
5872192;	43.126
5890783;	16.240
5892192;	19.797
5902192;	30.835
5912193;	41.369
5935496;	16.457
5935497;	16.474
5942192;	25.162
5952192;	37.441
5969859;	16.578
5972192;	19.372
5982192;	29.112
5992193;	39.353
6002192;	50.274
6014208;	16.746
6022193;	26.372
6032192;	36.416
6042192;	46.472
6062652;	16.919
6062652;	16.936
6072192;	28.889
6082192;	38.604
6092192;	47.955
6102193;	56.165
6132573;	16.974
6132573;	17.028
6132573;	17.028
6142193;	29.073
6152192;	40.843
6169681;	16.843
6172192;	22.649
6182192;	36.284
6199563;	16.996
6202192;	22.965
6212192;	36.102
6227695;	17.153
6232192;	25.989
6242192;	38.370
6260469;	17.004
6262192;	21.359
6272192;	36.206
6284587;	16.846
6292192;	31.077
6308829;	13.140
6312192;	20.429
6322192;	33.403
6333024;	12.837
6342192;	27.853
6356261;	12.782
6362192;	23.053
6372192;	35.013
6382826;	12.672
6392192;	28.795
6404884;	12.381
6412192;	24.766
6428936;	11.322
6432192;	18.224
6442192;	31.808
6453968;	10.206
6462192;	25.026
6475910;	10.262
6482192;	21.306
6492192;	33.236
6502192;	16.887
6512192;	33.487
6522261;	9.310
6532247;	27.652
6542192;	9.885
6552192;	26.689
6562192;	31.363
6572192;	33.076
6582193;	34.518
6592192;	36.204
6602192;	38.036
6612192;	39.915
6622192;	41.675
6632192;	43.492
6642192;	45.317
6652192;	47.180
6662192;	48.904
6672192;	50.742
6682192;	52.712
6692192;	54.457
6702192;	56.495
6712192;	58.242
6722192;	60.285
6732192;	62.106
6742192;	64.115
6752192;	65.838
6762192;	67.234
6772192;	68.342
6782192;	69.518
6792192;	70.423
6812490;	20.504
6812490;	20.504
6822192;	21.694
6832192;	23.384
6842192;	23.979
6852192;	24.871
6862192;	25.466
6872192;	26.060
6882192;	26.655
6892192;	27.250
6902192;	33.479
6919328;	14.399
6922192;	18.334
6932193;	26.124
6942192;	35.017
6952192;	47.018
6962192;	57.178
6975589;	17.739
6985655;	15.607
6992192;	22.285
7002192;	31.744
7012192;	41.518
7022193;	49.836
7032192;	61.415
7043790;	16.397
7052192;	28.430
7062192;	37.537
7072192;	47.706
7082192;	57.315
7093845;	17.530
7102192;	26.281
7112192;	34.788
7122192;	45.997
7132192;	54.899
7142193;	62.898
7157906;	18.574
7162192;	25.221
7172193;	36.494
7182192;	45.205
7192193;	53.567
7212758;	20.220
7212758;	20.238
7222193;	29.610
7232192;	38.071
7242193;	46.742
7252192;	55.508
7262192;	63.848
7272192;	72.205
7282192;	26.517
7292192;	35.081
7302193;	44.105
7322523;	22.334
7322523;	22.351
7332192;	32.090
7342192;	41.475
7352193;	50.863
7362192;	59.889
7372192;	69.456
7384173;	24.700
7392192;	32.392
7402192;	42.438
7413387;	22.805
7422193;	31.464
7432192;	41.567
7442193;	50.613
7452192;	58.837
7462192;	67.793
7472193;	76.441
7482192;	30.343
7492192;	39.602
7502192;	49.037
7514976;	24.189
7522193;	32.678
7532192;	42.028
7542192;	52.647
7552193;	62.106
7562192;	71.238
7573000;	27.036
7586740;	25.067
7592192;	31.585
7602192;	42.894
7612192;	52.009
7622192;	61.325
7632192;	70.253
7646016;	27.915
7658839;	25.614
7662192;	30.796
7672192;	42.668
7682193;	53.293
7692192;	62.175
7706883;	25.781
7712193;	31.199
7722195;	40.302
7732192;	49.140
7742196;	57.981
7752192;	66.892
7762193;	75.598
7773226;	27.822
7782193;	36.432
7796611;	26.241
7802192;	31.903
7812193;	42.521
7822192;	51.829
7832192;	60.950
7842193;	69.578
7852192;	77.957
7862192;	29.780
7874900;	26.629
7882192;	33.742
7892192;	43.014
7902192;	52.817
7912192;	62.367
7922192;	71.751
7932338;	79.802
7942200;	31.014
7961394;	27.086
7962192;	28.193
7972192;	37.357
7982193;	46.538
7992192;	55.710
8002192;	64.902
8012195;	73.365
8022193;	82.335
8032192;	34.217
8053023;	27.538
8053023;	27.603
8062192;	36.162
8072193;	45.227
8082192;	53.783
8092192;	62.314
8102321;	70.438
8112194;	79.228
8122340;	29.510
8132193;	38.661
8150407;	27.923
8152192;	30.215
8162193;	39.484
8172192;	48.528
8182192;	59.338
8192192;	68.951
8202192;	78.572
8217872;	28.346
8222192;	32.960
8232193;	41.919
8242192;	51.566
8252198;	61.621
8262192;	71.413
8272192;	80.517
8291786;	28.874
8292192;	30.003
8302192;	39.053
8312192;	48.831
8322192;	58.127
8332192;	67.866
8342192;	77.142
8354821;	31.239
8365267;	29.275
8372192;	40.889
8382192;	52.027
8392192;	60.980
8402192;	70.212
8432263;	29.735
8432263;	30.545
8432263;	30.545
8442192;	39.652
8452192;	54.977
8470029;	28.832
8472192;	33.495
8482193;	48.090
8492192;	57.548
8516816;	29.731
8516816;	29.731
8522192;	40.993
8532192;	54.770
8544872;	31.208
8552192;	43.442
8562194;	53.811
8572192;	64.290
8589910;	31.930
8592192;	36.436
8602192;	49.519
8612192;	61.139
8635784;	33.200
8635784;	33.215
8642192;	42.790
8652193;	52.521
8662192;	64.958
8680124;	34.266
8682192;	37.456
8692192;	52.497
8702192;	62.650
8726601;	34.741
8726601;	34.757
8732192;	44.758
8742192;	57.638
8757647;	35.273
8762192;	43.903
8772193;	52.558
8782192;	63.091
8792192;	72.925
8838233;	35.656
8838233;	35.785
8838234;	35.820
8838234;	35.820
8842192;	43.154
8852192;	53.805
8862192;	63.869
8880847;	36.126
8882192;	38.999
8892193;	48.114
8902195;	58.005
8912192;	67.979
8922192;	76.655
8932194;	84.593
8959793;	36.428
8959793;	36.428
8962192;	41.100
8972192;	54.062
8982192;	65.096
8994861;	35.524
9002192;	43.365
9012192;	52.878
9022193;	61.724
9032192;	70.623
9042192;	79.522
9052194;	88.005
9063011;	37.861
9072192;	47.937
9086095;	36.461
9092192;	46.125
9102192;	59.925
9112193;	68.219
9138105;	37.587
9138105;	37.621
9142192;	46.338
9152192;	56.997
9162192;	68.915
9186983;	38.626
9186983;	38.642
9192192;	44.329
9202193;	54.608
9212192;	63.839
9222192;	72.537
9232192;	82.860
9261296;	39.794
9261296;	39.794
9262192;	42.097
9272192;	59.493
9296848;	42.241
9296848;	42.241
9302192;	48.817
9312192;	59.289
9322193;	69.111
9332192;	79.298
9342192;	88.007
9352192;	96.709
9378043;	43.757
9378043;	43.773
9382192;	48.254
9392192;	58.217
9402193;	67.171
9412192;	76.032
9422192;	84.651
9432192;	96.027
9468341;	44.989
9468362;	45.627
9468362;	45.627
9472192;	49.745
9482192;	60.599
9492192;	71.354
9502192;	80.317
9512192;	88.355
9522192;	96.749
9554377;	46.124
9554377;	46.142
9554377;	46.142
9562192;	54.884
9572192;	65.058
9582192;	73.631
9592192;	83.073
9635511;	46.254
9635511;	46.271
9635511;	46.305
9635511;	46.305
9642192;	53.507
9652193;	61.283
9662192;	69.774
9672192;	79.310
9682192;	90.131
9708267;	46.569
9708267;	46.586
9712192;	51.389
9722192;	65.463
9739255;	47.156
9742192;	52.852
9752192;	67.073
9773595;	47.165
9773595;	47.241
9782192;	60.400
9792192;	69.623
9802192;	77.918
9812197;	86.308
9822192;	95.216
9857760;	48.927
9857760;	48.959
9857760;	48.985
9862192;	56.396
9872192;	70.402
9882192;	80.628
9912696;	50.881
9912696;	50.932
9912696;	50.963
9922193;	59.262
9932192;	73.086
9942192;	83.445
9952192;	92.467
9985256;	51.543
9985256;	51.559
9985256;	51.559
9992192;	58.402
10002192;	67.594
10012193;	76.706
10022192;	85.773
10032192;	94.473
10042192;	103.552
10052460;	53.859
10062192;	63.142
10085354;	52.330
10085354;	52.362
10092192;	59.148
10102195;	68.216
10112192;	77.712
10122192;	86.128
10132192;	94.341
10142193;	102.535
10153991;	54.466
10176978;	52.001
10176978;	52.017
10182192;	57.514
10192193;	66.220
10202192;	74.868
10212192;	83.670
10222192;	92.374
10232193;	101.156
10242192;	109.793
10252192;	60.199
10312557;	50.768
10312557;	50.816
10312557;	50.832
10312557;	50.848
10312557;	50.882
10312557;	50.882
10322192;	60.115
10332193;	70.304
10342192;	78.713
10352193;	86.886
10362193;	94.369
10372193;	102.431
10384924;	53.057
10409526;	51.191
10409526;	51.207
10412192;	53.778
10422192;	62.672
10432193;	71.499
10442192;	80.808
10452192;	90.187
10462192;	99.257
10472192;	108.211
10482193;	58.103
10521428;	51.653
10521429;	51.855
10521429;	51.872
10522192;	52.803
10532193;	61.343
10542192;	69.777
10552192;	77.922
10562193;	86.365
10572192;	93.944
10582193;	101.941
10592273;	109.603
10602193;	58.454
10612192;	66.815
10622192;	75.272
10644694;	51.394
10644694;	51.394
10652192;	58.692
10662192;	67.544
10672193;	77.658
10682193;	85.801
10692192;	93.792
10727535;	54.070
10727536;	54.119
10727536;	54.119
10732192;	59.770
10742192;	70.580
10752192;	82.159
10776023;	53.993
10776024;	54.027
10782192;	64.994
10792192;	76.478
10813827;	54.904
10813827;	54.936
10822192;	69.230
10832192;	79.518
10852433;	55.252
10852433;	55.269
10862192;	71.223
10872192;	80.803
10902470;	56.688
10902471;	57.298
10902471;	57.298
10912192;	67.858
10922192;	78.552
10950367;	57.333
10950367;	57.333
10952192;	61.193
10962193;	76.695
10972192;	88.406
10999883;	59.521
10999883;	59.973
11002192;	62.258
11012192;	72.029
11022192;	81.253
11032193;	90.425
11042192;	99.839
11067013;	60.819
11067025;	61.197
11072192;	68.012
11082192;	79.377
11092192;	91.961
11117265;	61.617
11117265;	62.035
11122192;	70.243
11132192;	84.128
11158641;	61.924
11158641;	61.924
11162192;	69.130
11172192;	82.403
11203100;	62.159
11203101;	62.199
11203101;	62.238
11212192;	77.698
11222192;	87.203
11240617;	58.162
11242192;	61.656
11252192;	76.799
11298654;	59.209
11298655;	59.251
11298655;	59.251
11298655;	59.283
11302192;	64.688
11312192;	79.082
11337140;	59.302
11337144;	59.504
11342192;	68.013
11352192;	80.761
11375568;	59.580
11375568;	59.580
11382192;	70.623
11392192;	82.485
11416714;	59.840
11416714;	59.855
11422192;	69.965
11432192;	82.195
11456620;	60.063
11456620;	60.077
11462192;	68.668
11472192;	80.739
11482192;	88.773
11492192;	97.035
11502193;	105.619
11512192;	114.311
11522192;	64.893
11532192;	72.043
11542192;	78.985
11552193;	85.843
11562192;	92.689
11587217;	60.285
11587217;	60.303
11592193;	64.147
11602192;	71.216
11612192;	79.211
11622193;	87.339
11632193;	94.569
11642192;	102.506
11652192;	109.476
11662193;	117.079
11672192;	68.368
11682192;	76.700
11692192;	84.634
11702192;	91.188
11712192;	98.585
11722193;	105.550
11732192;	112.663
11742192;	119.570
11752192;	71.678
11762193;	78.760
11772192;	86.268
11782192;	93.844
11792192;	101.313
11802192;	108.848
11812192;	115.935
11822192;	122.849
11832192;	74.619
11842192;	81.092
11852193;	87.778
11862192;	94.908
11872192;	101.876
11882193;	108.992
11892193;	116.549
11906653;	78.230
11912192;	82.940
11922192;	90.829
11932192;	98.932
11942193;	106.709
11952192;	115.151
11962192;	123.801
11973468;	80.980
11982192;	88.291
11992193;	96.071
12002192;	103.587
12012192;	110.990
12022192;	118.757
12034570;	84.393
12042192;	90.980
12052193;	99.583
12062192;	108.978
12072192;	117.265
12091300;	85.188
12092192;	86.304
12102193;	94.631
12112192;	102.667
12122192;	110.555
12141198;	86.528
12142192;	87.710
12152192;	94.820
12162193;	101.992
12172192;	109.833
12182192;	117.792
12194234;	87.449
12202192;	93.222
12212193;	100.131
12222192;	106.375
12240587;	89.028
12242192;	90.464
12252192;	97.746
12262193;	104.616
12272192;	111.021
12286334;	90.202
12292192;	94.916
12302192;	102.335
12312192;	109.637
12327185;	91.240
12332192;	94.860
12361073;	76.537
12361073;	76.553
12362192;	77.576
12372192;	85.770
12382192;	93.426
12392192;	80.508
12402192;	88.712
12412192;	96.390
12424110;	81.745
12432192;	88.848
12442192;	96.327
12452192;	103.780
12462192;	87.343
12472193;	93.925
12482192;	100.931
12492404;	83.947
12502192;	91.764
12512192;	99.809
12524748;	84.298
12532192;	90.611
12542192;	99.007
12552192;	84.829
12562192;	95.701
12572192;	105.467
12582192;	88.454
12592192;	98.312
12618315;	79.583
12618315;	79.868
12622192;	83.822
12632192;	93.712
12642192;	103.689
12652192;	87.827
12662192;	96.687
12673433;	81.701
12682192;	90.365
12719084;	80.315
12719084;	80.353
12719084;	80.360
12722192;	83.547
12732192;	93.055
12742192;	102.433
12752192;	84.060
12762193;	91.759
12772192;	100.850
12782192;	108.815
12792192;	89.069
12802192;	98.265
12812193;	105.749
12822192;	85.416
12861449;	82.215
12861449;	82.239
12861450;	82.248
12862192;	83.239
12872192;	91.767
12882192;	99.995
12892192;	109.316
12902192;	89.576
12912193;	98.799
12922192;	108.102
12932252;	85.114
12942192;	94.112
12952192;	102.147
12962193;	109.279
12974384;	86.443
12982192;	93.170
12992192;	101.719
13002192;	110.004
13016479;	118.184
13022192;	91.896
13032192;	100.967
13042192;	110.398
13054978;	86.520
13093352;	83.383
13093352;	83.383
13093352;	83.392
13093352;	83.403
13102192;	92.048
13112193;	101.223
13122192;	110.494
13132308;	86.006
13142192;	95.296
13152192;	105.052
13162193;	113.883
13172192;	121.574
13182192;	92.420
13192192;	102.223
13202192;	112.111
13212193;	120.136
13222192;	89.875
13232192;	99.401
13242192;	108.055
13252192;	116.462
13301005;	84.836
13301005;	84.847
13301006;	84.847
13301006;	84.847
13302192;	86.361
13312192;	95.559
13322193;	104.557
13332192;	113.867
13342192;	122.739
13352192;	93.157
13362192;	102.131
13372192;	110.889
13382192;	120.091
13394475;	88.371
13402192;	95.704
13412192;	105.220
13449347;	85.523
13449381;	86.353
13449382;	86.365
13452192;	88.652
13462192;	98.528
13472193;	108.469
13482192;	118.411
13492192;	128.538
13502192;	94.889
13512192;	105.110
13522192;	114.852
13532192;	123.526
13571305;	85.305
13571305;	85.318
13571305;	85.318
13572192;	86.651
13582193;	96.355
13592192;	106.135
13602192;	116.642
13612192;	126.576
13622192;	89.603
13632192;	98.814
13642193;	107.406
13652192;	116.542
13688207;	86.325
13688207;	86.341
13688207;	86.354
13692192;	90.961
13702192;	100.901
13712192;	110.374
13722192;	119.664
13732192;	128.762
13743504;	89.147
13752192;	97.299
13762192;	106.582
13772192;	116.751
13782192;	126.693
13792192;	136.155
13802192;	94.391
13848235;	86.890
13848235;	86.904
13848235;	86.904
13848235;	86.904
13852192;	91.010
13862192;	100.079
13872192;	109.268
13882192;	118.874
13892192;	127.631
13902192;	136.662
13912192;	95.288
13922193;	104.384
13932192;	113.740
13942192;	122.840
13952192;	131.896
13962192;	140.911
13972192;	95.630
13982193;	105.278
13992192;	114.674
14002192;	123.668
14012192;	133.434
14056257;	88.575
14056258;	88.589
14056258;	88.589
14056258;	88.604
14062192;	95.137
14072192;	104.936
14082192;	112.866
14092192;	120.744
14102192;	128.658
14112192;	137.010
14122192;	93.229
14132192;	101.277
14142193;	109.879
14152192;	118.591
14162192;	127.716
14172192;	136.180
14182192;	144.922
14192192;	97.681
14202192;	106.912
14212192;	115.486
14222192;	123.077
14232192;	130.379
14242192;	138.060
14252192;	145.597
14262193;	97.420
14272192;	106.837
14282192;	116.133
14292192;	124.412
14302192;	132.657
14312192;	140.457
14325362;	94.775
14332192;	101.108
14342193;	109.445
14352192;	117.528
14362192;	125.575
14372192;	133.536
14429429;	91.295
14429429;	91.309
14429429;	91.324
14429430;	91.324
14429430;	91.324
14432192;	94.153
14442193;	103.127
14452192;	112.022
14462192;	120.722
14472192;	128.930
14482192;	138.641
14492711;	94.706
14502200;	103.571
14512192;	111.907
14522192;	121.299
14532192;	131.767
14542192;	140.578
14553881;	96.331
14562193;	102.918
14609658;	92.356
14609658;	92.371
14609658;	92.401
14609658;	92.415
14612192;	95.127
14622192;	103.415
14632192;	111.279
14642192;	120.411
14652192;	132.853
14663221;	95.272
14672192;	103.245
14712643;	92.559
14712644;	92.573
14712644;	92.573
14712644;	92.573
14722192;	104.971
14732192;	113.699
14742192;	123.204
14752192;	132.668
14762192;	141.851
14772192;	99.083
14782192;	108.053
14792193;	116.908
14830778;	92.844
14830779;	92.873
14830779;	92.873
14832192;	94.795
14842192;	103.666
14852192;	112.938
14862192;	122.058
14872192;	131.484
14882207;	140.988
14892192;	97.864
14902192;	107.096
14912192;	116.340
14952009;	93.346
14952009;	93.446
14952010;	93.446
14952192;	94.344
14962192;	103.809
14972192;	113.236
14982192;	122.629
14992192;	132.206
15002192;	141.400
15012192;	97.541
15022192;	106.678
15032192;	115.789
15042192;	124.641
15074650;	93.838
15074650;	93.838
15074650;	93.867
15082192;	101.198
15092192;	110.111
15102192;	119.422
15112192;	129.185
15122192;	139.651
15133331;	95.971
15142193;	104.339
15153655;	96.564
15188634;	94.183
15188634;	94.199
15188634;	94.214
15192192;	98.714
15202193;	108.862
15212192;	118.040
15222192;	127.254
15232192;	136.582
15242192;	145.542
15252192;	100.700
15262193;	109.682
15272192;	118.875
15317985;	94.730
15317986;	95.783
15317986;	95.783
15317987;	95.783
15322192;	99.226
15332192;	108.611
15342192;	118.348
15352192;	127.946
15362194;	137.258
15372193;	145.630
15382192;	99.384
15392192;	108.728
15402192;	117.321
15433050;	95.519
15433051;	95.550
15433051;	95.550
15442193;	104.854
15452192;	113.943
15462192;	122.960
15472192;	131.335
15482192;	140.444
15497664;	98.649
15502193;	104.028
15512192;	113.380
15522192;	122.084
15695699;	96.271
15695701;	96.318
15695702;	96.558
15695702;	96.558
15695702;	96.558
15695702;	96.573
15695702;	96.573
15695702;	96.592
15695702;	96.606
15695702;	96.621
15695702;	96.637
15695703;	96.637
15695703;	96.637
