2803	6.500
12800	18.739
22805	6.026
32806	17.060
42799	24.553
52799	7.320
62799	12.960
72800	19.200
82802	28.065
92800	7.725
102800	17.579
112801	26.310
122800	3.548
132801	12.553
142800	21.581
152800	31.081
162800	3.722
172800	11.759
182800	20.589
192800	30.143
202799	39.782
212800	9.061
222800	18.407
232820	27.819
242800	36.245
252800	45.237
262803	9.126
272800	17.898
282800	26.414
292803	35.667
302799	44.618
312800	8.150
322800	17.673
332799	26.913
342800	35.695
352799	45.215
362800	8.370
372799	17.380
382800	27.165
392800	36.772
402799	46.130
412800	4.839
422799	13.862
432800	22.897
442800	31.803
452800	40.781
462801	49.596
472801	8.437
482800	18.862
492800	27.620
502799	36.591
512800	45.574
522805	55.052
532812	8.978
542799	18.153
552799	27.541
562800	36.272
572799	46.011
582799	55.827
592799	9.772
602799	18.951
612799	28.817
622807	38.866
632799	44.367
642799	46.861
652799	48.924
662800	51.401
672799	53.052
682799	54.703
692799	56.354
702799	58.005
712799	60.069
722799	62.133
736994	7.743
742799	8.959
752799	11.792
762799	14.220
772799	16.243
782799	17.862
792799	19.885
802799	21.908
812799	23.932
822800	25.550
832799	27.573
842799	29.192
852799	30.406
862799	31.620
872799	32.834
882799	34.051
892799	34.863
902799	35.269
912800	44.296
922799	52.145
932799	59.908
947691	11.032
952799	16.109
962799	24.908
972801	33.366
982799	41.717
992800	50.237
1002799	58.505
1015167	12.650
1022800	19.687
1032799	27.901
1042799	36.379
1052800	44.535
1062799	52.960
1072799	61.956
1082799	14.549
1092799	23.211
1102800	31.805
1112799	40.195
1122800	48.992
1132799	59.044
1145039	14.622
1152799	21.372
1162799	29.901
1172800	38.469
1182799	46.605
1192799	54.718
1202799	62.999
1212799	16.795
1222799	25.460
1232799	34.115
1242799	42.436
1252800	51.533
1262799	60.334
1272801	17.799
1282800	26.272
1292799	34.819
1302799	42.882
1312799	51.259
1322799	59.401
1333185	16.072
1342799	24.636
1352799	32.957
1362799	40.372
1372810	47.479
1382799	54.445
1395562	16.704
1402799	21.684
1412799	28.905
1422799	36.584
1432800	43.747
1442802	51.283
1459464	16.902
1462799	19.366
1472800	26.040
1482799	33.171
1492800	39.830
1502799	47.065
1512806	53.957
1522881	17.613
1532805	24.993
1542799	32.973
1552799	40.356
1562799	48.032
1572799	55.487
1582799	19.462
1592799	27.394
1602799	35.517
1612828	39.799
1622800	42.538
1632799	50.012
1646678	19.597
1652799	24.494
1662799	31.751
1672799	38.895
1682800	45.491
1692799	52.332
1707525	20.895
1712799	25.029
1722799	32.080
1732799	39.199
1742799	46.274
1752799	52.730
1762799	22.563
1772799	29.492
1782827	36.713
1792799	43.778
1802799	50.475
1817131	22.263
1822799	26.698
1832800	33.564
1842799	40.803
1852800	47.498
1865386	22.575
1872799	28.184
1882799	35.544
1892801	42.392
1902800	49.172
1912799	24.274
1922799	31.514
1932800	38.141
1942800	44.509
1960411	23.846
1962799	25.443
1972801	32.395
1982799	39.543
1992799	46.245
2009179	24.675
2012807	27.131
2022800	34.054
2032799	41.148
2042799	47.732
2057867	24.863
2062799	28.336
2072800	35.203
2082799	41.571
2092799	48.037
2108723	25.919
2112801	28.893
2122800	35.658
2132810	42.797
2142813	49.266
2152799	55.867
2162799	27.693
2172800	34.808
2182810	41.819
2192807	48.525
2202799	55.266
2214468	27.612
2222814	33.804
2232799	40.685
2242799	47.762
2252800	54.837
2267901	28.431
2272811	32.007
2282800	38.875
2292799	45.478
2302799	52.260
2312799	59.056
2324064	29.125
2332799	35.419
2342799	42.301
2352799	49.015
2362799	56.225
2380543	29.356
2382799	31.375
2392799	38.628
2402799	46.067
2412799	53.005
2422799	60.289
2433987	29.439
2442799	35.818
2452799	43.035
2462799	50.700
2472799	57.385
2485682	29.459
2492799	34.694
2502799	41.600
2512799	48.396
2522800	54.946
2532799	61.928
2542799	32.012
2552799	39.341
2562802	46.639
2572818	53.870
2582799	60.906
2592802	31.400
2602799	38.335
2612807	45.555
2622799	52.682
2632803	59.815
2642799	31.026
2652812	37.877
2662799	44.698
2672799	51.719
2682800	58.709
2697402	31.012
2702810	35.140
2712799	42.352
2722799	49.216
2732799	56.024
2742799	63.118
2753098	31.083
2762799	38.349
2772799	45.275
2782961	51.974
2792799	58.898
2802799	66.188
2812799	33.973
2822800	41.129
2832811	48.476
2842800	55.676
2852800	62.453
2866590	31.995
2872799	36.333
2882799	43.672
2892799	50.980
2902799	58.156
2912799	65.338
2923593	31.882
2932799	38.853
2942799	45.972
2952799	53.035
2962832	59.790
2972799	66.988
2982799	33.597
2992799	40.950
3002799	47.919
3012799	54.866
3022806	61.870
3032799	69.028
3042799	35.152
3052799	42.377
3062799	49.684
3072799	56.634
3082817	63.138
3092799	70.348
3102799	36.006
3112808	43.416
3122806	50.888
3132799	57.706
3142799	64.766
3152799	71.780
3162799	36.881
3172803	44.994
3182799	52.833
3192799	60.311
3202800	66.952
3217956	34.619
3222799	38.420
3232799	44.992
3242799	51.148
3252799	57.408
3262799	64.141
3272799	70.664
3284571	35.773
3292799	41.970
3302810	48.838
3312799	55.468
3322802	61.827
3332799	68.570
3342799	75.071
3352799	38.649
3362799	45.353
3372799	52.133
3382799	58.795
3392809	65.659
3402799	72.667
3413877	36.805
3422799	43.482
3432799	50.576
3442800	57.399
3452799	64.216
3462799	71.098
3478245	37.371
3482799	40.944
3492799	47.982
3502799	55.060
3512802	62.243
3522799	68.884
3532799	75.540
3544006	37.726
3552809	44.397
3562799	51.687
3572815	58.853
3582801	65.773
3592799	72.456
3602799	79.495
3612799	40.963
3622805	47.295
3632799	54.265
3642799	61.500
3652812	68.361
3662815	75.398
3677088	38.904
3682799	43.252
3692799	50.032
3702799	56.919
3712800	64.194
3722799	71.390
3732799	79.079
3744040	39.029
3752799	45.538
3762799	52.817
3772799	60.021
3782803	67.080
3792800	74.469
3802799	82.222
3812851	42.135
3822799	49.951
3832799	57.457
3842799	64.560
3852800	71.426
3862799	78.193
3878345	40.316
3882814	43.825
3892799	50.998
3902799	58.350
3912799	65.400
3922805	72.280
3932801	78.864
3949486	40.933
3952799	43.791
3962799	50.822
3972799	57.469
3982799	64.233
3992817	71.026
4002820	78.096
4012799	85.042
4025765	42.045
4032801	47.037
4042811	53.738
4052799	60.461
4062799	67.209
4072799	74.398
4082799	81.168
4098812	41.925
4102799	45.137
4112799	52.013
4122799	58.695
4132799	65.455
4143194	72.259
4152804	79.265
4162801	86.324
4172799	44.063
4182799	51.392
4192799	58.455
4202799	65.348
4212808	71.916
4222799	78.447
4232799	84.998
4245552	43.138
4252799	48.865
4262799	56.059
4272799	63.016
4282827	70.133
4292799	76.962
4302799	84.020
4317430	44.172
4322799	47.889
4332809	54.896
4342799	62.053
4352799	68.953
4362799	76.077
4372799	83.080
4382799	89.671
4392799	46.865
4402799	53.374
4412799	60.268
4422807	67.648
4432799	74.761
4442801	81.354
4452799	88.105
4462810	46.219
4472801	52.867
4482799	59.491
4492799	66.184
4502799	73.538
4512812	80.185
4522799	87.036
4534136	45.305
4542799	51.766
4552825	58.783
4562816	65.645
4572871	72.111
4582806	78.393
4592799	85.222
4607784	46.812
4612799	50.594
4622799	57.776
4632799	64.864
4642802	71.628
4652799	78.631
4662799	85.800
4677728	46.642
4682799	50.616
4692799	57.700
4702799	64.831
4712799	71.984
4722799	78.613
4732799	85.499
4742802	92.276
4752813	49.458
4762799	55.810
4772799	62.502
4782799	68.927
4792799	75.604
4802799	82.142
4812799	88.551
4826077	46.967
4832801	51.750
4842799	57.960
4852799	64.716
4862799	71.533
4872799	78.574
4882799	85.439
4892800	91.747
4902799	48.374
4912799	54.842
4922799	61.407
4932799	68.213
4942805	75.044
4952799	81.578
4962799	88.260
4977889	47.795
4982799	51.479
4992802	58.455
5002841	65.426
5012801	72.310
5022801	78.893
5032799	85.735
5042799	92.378
5054968	48.465
5062798	54.317
5072799	61.236
5082826	68.283
5092813	75.365
5102799	81.796
5112799	88.747
5122800	95.255
5132799	52.425
5142802	58.965
5152799	65.622
5162799	72.329
5172816	79.341
5182799	86.854
5192799	93.527
5204635	50.457
5212799	56.890
5222799	64.336
5232801	71.550
5242799	78.768
5252799	85.491
5262799	92.368
5278515	50.876
5282801	54.407
5292799	61.558
5302799	68.651
5312805	75.636
5322799	82.414
5332799	89.412
5342813	96.321
5352799	52.421
5362798	59.374
5372799	66.233
5382799	73.398
5392809	80.913
5402812	88.292
5412799	95.901
5424027	52.102
5432799	58.998
5442799	66.253
5452799	73.499
5462804	80.598
5472799	88.483
5482820	95.835
5494307	53.018
5502799	59.643
5512799	66.902
5522798	74.337
5532799	81.247
5542799	88.052
5552831	95.192
5567094	53.432
5572817	57.915
5582820	64.936
5592819	71.853
5602815	79.015
5612799	86.478
5622799	93.842
5637949	53.919
5642799	57.863
5652799	64.450
5662799	71.364
5672813	78.151
5682799	84.783
5692830	91.426
5702799	97.957
5713223	54.469
5722799	61.440
5732799	68.282
5742799	74.914
5752799	81.722
5762799	88.433
5772799	95.089
5787927	55.054
5792799	58.866
5802803	65.351
5812799	72.383
5822799	79.334
5832799	86.226
5842799	92.802
5852804	99.339
5862799	56.336
5872799	62.550
5882799	69.445
5892805	76.577
5902801	83.701
5912799	90.505
5922799	97.638
5934985	56.524
5942799	62.695
5952799	70.106
5962799	76.980
5972799	83.667
5982800	90.383
