2182;	6.500
12183;	4.848
22183;	15.020
33535;	0.375
42179;	8.959
52182;	19.094
62180;	5.644
72192;	14.042
82179;	22.557
92180;	2.477
102180;	12.621
112181;	22.166
122182;	30.660
132179;	6.626
142179;	17.229
152180;	26.851
162180;	4.250
172179;	13.956
182179;	22.586
192179;	32.239
202180;	4.593
212181;	15.054
222180;	25.257
232180;	33.636
242180;	5.278
252178;	15.236
262180;	26.679
272180;	4.345
282179;	13.213
292179;	22.514
302965;	1.452
312183;	13.016
322180;	22.962
332180;	5.735
342179;	17.763
352182;	7.543
362179;	16.776
372179;	18.748
382179;	20.289
392181;	21.461
402180;	28.400
412179;	3.633
422180;	13.400
432182;	21.503
442180;	31.153
453187;	2.632
462180;	10.638
472182;	19.458
482179;	27.316
492180;	36.542
504294;	3.167
512179;	12.389
522179;	22.315
532180;	31.172
545800;	3.895
552179;	10.201
562180;	19.693
572180;	28.028
582178;	38.566
592179;	10.534
602179;	20.770
616357;	4.356
622180;	8.925
632183;	19.374
642180;	27.646
654382;	3.153
662178;	12.021
672179;	22.414
682179;	6.817
692180;	20.510
702179;	5.746
712180;	16.770
722181;	22.732
732180;	29.049
742180;	36.296
753567;	4.797
762179;	12.326
772180;	19.601
782180;	26.647
792186;	33.890
802179;	41.772
812180;	49.062
822179;	56.952
832186;	64.930
842180;	9.899
852204;	17.764
862180;	25.803
872180;	34.190
882179;	42.298
897204;	6.895
902179;	11.427
912180;	20.011
922179;	27.387
932179;	35.937
942182;	43.925
952179;	11.260
962180;	19.254
972179;	26.897
982179;	36.369
992179;	44.173
1002179;	52.218
1015722;	9.456
1022179;	15.106
1032180;	23.366
1042179;	31.037
1052179;	38.448
1062179;	46.581
1072179;	53.891
1082179;	61.286
1096041;	10.501
1102179;	16.156
1112179;	24.362
1122180;	32.351
1132179;	40.812
1142179;	49.245
1152179;	57.090
1165939;	10.612
1172179;	16.268
1182178;	24.153
1192180;	32.841
1202179;	41.187
1212179;	49.444
1222179;	57.979
1232180;	65.988
1242179;	12.796
1252179;	21.844
1262180;	30.367
1272179;	38.307
1282180;	45.646
1292179;	54.087
1302180;	62.517
1312844;	11.600
1322179;	19.944
1332179;	28.456
1342179;	35.866
1352179;	44.077
1362179;	52.368
1373804;	12.056
1382179;	19.984
1392179;	30.782
1402180;	39.706
1412179;	53.523
1422180;	14.903
1432179;	23.882
1442179;	35.024
1452179;	45.520
1462179;	54.006
1475285;	13.402
1482179;	22.038
1492180;	30.706
1502179;	38.508
1512179;	48.331
1522179;	58.742
1536738;	13.596
1542180;	19.861
1552179;	29.342
1562179;	38.648
1572179;	47.638
1582178;	55.820
1595506;	14.544
1602179;	21.017
1612183;	28.913
1622179;	36.895
1632180;	45.564
1642178;	54.711
1659194;	14.819
1662179;	18.005
1672179;	26.947
1682179;	34.696
1692185;	43.041
1702179;	52.394
1712180;	61.732
1725957;	15.124
1732181;	21.502
1742179;	29.918
1752179;	38.874
1762179;	49.025
1772179;	58.065
1789946;	15.993
1792179;	18.379
1802180;	30.056
1812179;	38.910
1822183;	46.665
1832181;	54.643
1846484;	15.962
1852179;	21.937
1862179;	31.116
1872180;	40.356
1882179;	48.613
1892179;	57.743
1903484;	16.058
1912179;	26.973
1922179;	35.711
1932179;	44.469
1942179;	52.470
1957679;	17.294
1962180;	21.312
1972179;	30.912
1982184;	39.406
1992191;	47.793
2002180;	55.439
2012179;	62.061
2022180;	69.088
2035126;	20.205
2048205;	18.289
2052179;	21.873
2062179;	30.171
2072180;	38.148
2082180;	46.248
2092179;	53.598
2102179;	60.710
2112179;	69.189
2122179;	76.855
2137791;	19.242
2142179;	24.995
2152178;	33.581
2162182;	43.057
2172179;	50.893
2182179;	58.543
2192178;	67.768
2217076;	19.264
2217076;	19.265
2222179;	24.233
2232179;	34.297
2242179;	43.158
2252179;	52.145
