2191;0
4006;0
5521;0
8520;0
11521;0
14523;0
17966;0
20966;0
23966;521
26966;652
29966;562
33534;166
35966;463
38966;513
41966;919
44967;671
47975;826
50966;243
53966;0
57842;43
59965;378
62965;0
65965;0
70037;0
73037;0
76036;527
79035;675
82036;651
85035;234
88040;659
91036;692
94035;872
97035;484
100039;482
103035;686
106035;331
109036;859
112035;1711
115036;1909
118035;2029
121035;2464
126235;2528
127035;2565
130035;2802
133035;2718
136036;2571
139035;2883
142035;2654
145035;2086
148035;2738
151035;2713
154035;2543
159452;2717
160035;2841
163035;3268
166035;3464
169035;3418
172037;3667
175036;3982
178036;3995
181035;4168
184036;4261
187035;3664
190035;3283
193035;3341
199057;3404
199059;3404
202035;3537
205035;3891
208035;4587
211035;4108
214036;3937
217035;4083
220035;3650
223036;3717
226036;3804
229035;3994
232035;4132
235035;4262
239085;4301
241037;4439
244035;5056
247035;6163
250035;6333
253035;7000
256042;6616
259037;6076
262035;5382
265035;5353
269563;5393
271036;5487
274036;5411
277036;5542
280035;5641
283036;5713
286036;5264
289036;5803
292035;5941
295038;5859
298035;7327
302964;6644
304035;5923
307035;4869
310035;4883
313035;4945
316035;5029
319037;3801
322035;3742
325035;3905
328606;4316
331036;4570
334035;5195
337035;3477
340035;3426
343035;2879
346656;2649
349035;2634
352041;2627
355035;1742
358035;79
395003;0
398001;62
401002;529
404002;688
407004;799
411337;796
413001;273
416001;381
419001;455
422002;420
425002;817
428001;1063
431036;1175
434002;987
437001;927
440001;827
443002;1113
446002;1449
453186;2140
453187;2140
455001;2522
458019;2736
461003;2832
464001;2927
467001;3181
470002;4000
473002;4116
476002;4257
479001;4351
482001;4381
485002;4149
488001;3759
491001;3753
494001;3896
497001;3942
504293;4229
504293;4229
506001;4397
509001;3337
512001;3721
515001;4515
518001;4660
521001;4319
524002;4616
527002;4908
530002;5183
533001;5471
536001;5609
539001;5766
545797;5850
545797;5850
548001;6022
551001;6219
554001;6380
557001;6544
560002;6608
563001;6839
566001;7315
569001;7393
572002;7425
575001;7194
578001;8070
581001;8085
586478;8230
587001;8110
590001;8353
593001;7594
596001;7131
599001;7583
602001;7767
605002;7957
608002;7502
611001;7695
616330;7722
617002;7768
620002;8297
623001;8333
626001;8399
629002;8310
632001;8962
635001;9069
638001;9980
641002;9938
644001;9849
647001;9959
650001;9903
654382;9551
656001;9300
659001;9435
662001;9513
665001;8963
668001;9014
671001;8536
674001;6994
677001;6937
680280;6941
683001;6250
686001;5607
689001;4341
692001;4107
695002;4181
701258;3710
701258;3710
704001;2542
707001;1466
710001;1300
713001;1497
716001;2115
719002;2229
722001;2440
725001;2513
728002;2649
731001;2847
734001;3623
737001;4307
740001;5117
743002;5753
746001;6787
753566;7532
753567;7532
755001;8029
758002;8807
761001;9412
764001;9954
767001;10222
770001;10566
773002;11000
776002;11050
779001;11202
782001;11456
785001;11592
788278;11810
791001;11925
794001;12111
797001;12371
800001;12498
803002;12611
806001;12803
809001;12934
812001;13018
815001;12935
818001;13003
821001;13230
824001;13259
827013;13407
830001;13426
838548;13532
838549;13532
839001;13523
842001;13681
845001;13678
848001;13801
851001;13911
854002;13940
857001;14249
860001;14385
863001;14668
866002;14735
869001;14904
872001;15596
875001;16596
878001;17698
881001;18673
884002;19730
887001;20798
890001;22147
897204;22562
897204;22562
899001;23077
902001;24270
905002;25262
908001;26167
911002;26216
914001;26610
917001;26783
920002;27020
923001;27005
926001;27238
929001;27172
932001;26883
935002;26928
938002;26572
941001;26684
949409;27025
949409;27025
950001;27151
953001;27838
956002;27821
959001;27983
962001;28386
965001;28737
968002;29063
971001;29196
974001;29727
977001;29552
980001;29325
983283;29713
986001;30677
989001;31119
992001;31160
995001;31825
998001;32204
1001001;32443
1004001;32066
1007001;32111
1015721;32109
1015722;32109
1016001;32113
1019001;32328
1022001;32528
1025001;32544
1028001;32609
1031001;33162
1034001;33464
1037001;33603
1040001;33699
1043001;33872
1046001;33975
1049002;34009
1052001;34122
1055001;34296
1058001;34492
1061001;34597
1064001;34776
1067001;34834
1070002;34854
1073001;35033
1076001;35127
1079001;35259
1082001;35361
1085001;35406
1096041;35445
1096041;35445
1096041;35445
1097001;35481
1100001;35600
1103001;35707
1106001;35768
1109001;35913
1112001;36053
1115001;36236
1118001;36449
1121001;36738
1124002;36960
1127001;37252
1130001;37375
1133001;37648
1136001;37837
1139001;38067
1142001;38770
1145007;39413
1148001;39664
1151001;39740
1154001;39953
1157001;40087
1165938;40099
1165939;40099
1166001;40097
1169001;40292
1172001;40630
1175001;41526
1178001;41740
1181001;41786
1184001;42521
1187001;43171
1190002;43414
1193001;43563
1196001;43752
1199001;43874
1202001;44145
1205001;44508
1208007;45195
1211001;45254
1214001;45347
1217001;45726
1220001;46022
1223001;46623
1226001;47221
1229001;47778
1232002;47927
1240967;47894
1240967;47894
1241001;47894
1244001;48084
1247001;49206
1250001;49325
1253001;49436
1256001;49728
1259002;50871
1262001;51076
1265001;51271
1268001;51359
1271001;52312
1274001;53113
1277002;53181
1280001;53457
1283001;53866
1286001;54083
1289001;54250
1292001;54171
1295001;54719
1298002;54843
1301001;55923
1304001;57325
1312844;57342
1312844;57342
1313001;57369
1316001;58001
1319001;58127
1322001;58218
1325002;58211
1328001;58373
1331001;59536
1334001;60399
1337002;60533
1340001;60652
1343001;60709
1346001;60839
1349001;60942
1352001;61147
1355001;61826
1358002;62523
1361001;62925
1364001;62488
1367001;62171
1373803;62151
1373804;62151
1376001;62686
1379001;62776
1382001;62882
1385001;62893
1388001;62225
1391001;61841
1394001;61644
1397002;61659
1400001;61470
1403001;61221
1406001;61015
1409001;60708
1412002;60381
1420595;60161
1420596;60161
1421004;60159
1424001;60202
1427001;60052
1430001;59817
1433001;59631
1436001;59162
1439001;58478
1442001;57866
1445002;57399
1448001;57705
1451001;57740
1454001;57609
1457001;57508
1460001;57392
1463001;57448
1466001;57400
1475285;57476
1475285;57476
1475285;57476
1478001;56712
1481001;56157
1484001;56272
1487001;56418
1490001;56370
1493001;56355
1496001;56435
1499001;56586
1502001;56738
1505001;56697
1508001;56091
1511253;55501
1514002;55031
1517001;54388
1520001;55200
1523001;55388
1526001;55521
1536735;56083
1536736;56083
1536736;56083
1538001;56140
1541001;56246
1544001;56378
1547001;56347
1550001;57217
1553001;57633
1556001;57688
1559001;57180
1562002;57731
1565001;58045
1568001;58068
1571001;58058
1574001;58120
1577001;59118
1580001;60180
1583270;60054
1586003;60482
1595505;60652
1595505;60652
1595505;60652
1598001;60844
1601001;61244
1604001;62034
1607001;62736
1610002;62763
1613001;62900
1616001;63354
1619001;63466
1622001;63613
1625001;63053
1628062;62611
1631004;62611
1634001;62769
1637001;62901
1640001;62859
1643002;61976
1646004;62103
1649001;62142
1659194;62478
1659194;62478
1659194;62478
1661001;63359
1664001;64383
1667001;64321
1670001;64185
1673001;64023
1676001;64122
1679001;64175
1682001;64689
1685001;65635
1688001;66074
1691002;66156
1694001;66327
1697001;66621
1700001;67521
1703001;69124
1706001;69606
1709001;69764
1712002;69860
1715001;69570
1725958;69878
1725958;69878
1725958;69878
1727001;70093
1730006;70178
1733001;70238
1736001;70357
1739001;70483
1742001;70609
1745001;70567
1748001;70887
1751001;70982
1754001;71066
1757001;71209
1760001;70552
1763001;69569
1766001;69679
1769001;69603
1772001;70110
1775007;70507
1778001;70591
1781001;70731
1789946;70744
1789946;70744
1790001;70749
1793001;70490
1796001;69671
1799001;69927
1802001;70646
1805001;70627
1808001;70810
1811001;72010
1814001;72202
1817001;72546
1820001;73571
1823003;74052
1826001;74422
1829001;74435
1832001;74570
1835001;74319
1846484;73604
1846484;73604
1846484;73604
1847001;73597
1850001;74292
1853001;74871
1856001;75806
1859001;76787
1862001;77404
1865001;78676
1868001;79177
1871002;80217
1874001;80520
1877001;80676
1880001;80799
1883001;80895
1886001;81810
1889001;82438
1892001;82773
1903484;82457
1903484;82457
1903484;82457
1904001;82193
1907001;82562
1910001;83242
1913001;82883
1916001;82937
1919001;83151
1922001;83117
1925001;82081
1928001;82103
1931001;82251
1934001;82260
1937001;82446
1940002;82656
1943001;82071
1946001;81391
1957678;81466
1957679;81466
1957679;81466
1958001;81472
1961002;81687
1964001;81737
1967001;81408
1970001;81623
1973001;81808
1976001;81912
1979001;82000
1982005;82150
1985002;82452
1988001;82712
1991001;82890
1994001;83178
1997001;83418
2000004;83311
2003001;83211
2006001;83419
2009001;83528
2012001;83614
2015002;83673
2018001;83800
2021001;83928
2024001;83870
2027001;83977
2030001;84077
2035126;84163
2036001;84144
2039001;84210
2048205;84242
2048205;84242
2048206;84242
2051001;84460
2054001;84567
2057001;84637
2060001;84750
2063001;84846
2066001;84930
2069001;84972
2072001;85069
2075001;85208
2078001;85351
2081001;85055
2084001;85102
2087001;85197
2090001;85247
2093001;85321
2096001;85300
2099001;85291
2102001;85294
2105001;85377
2108001;85203
2111001;84596
2114001;84672
2117001;84799
2120001;84859
2126390;84350
2126390;84350
2129001;83681
2137790;83273
2137790;83273
2138001;83201
2141001;82469
2144001;82543
2147001;82588
2150001;82287
2153001;81891
2156002;81775
2159001;81722
2162001;81801
2165001;81996
2168001;82124
2171001;82228
2174001;82336
2177001;82492
2180003;82651
2183001;83204
2186001;83787
2189001;84395
2192001;84728
2195001;85431
2198001;86455
2217076;86473
2217076;86473
2217076;86473
2217076;86473
2217077;86473
2217077;86473
2219001;86483
2222001;86616
2225001;86695
2228001;86659
2231001;86950
2234001;87103
2237001;87280
2240001;87550
2243001;87501
2246001;87559
2249001;87700
2252001;87850
2255001;88254
2258001;88644
2261001;88587
2264001;89464
2267002;89630
2270001;89916
2282024;90140
2282025;90140
2282025;90140
2282025;90140
2285009;89442
2288001;89563
2291001;89628
2294001;88436
2297001;86937
2300001;87010
2303001;85715
2306001;84621
2309002;83988
2312013;84047
2322461;83863
2322461;83863
2322461;83863
2324001;83641
2327001;83529
2330001;82109
2333001;82113
2336001;82218
2339001;82187
2342002;82334
2345001;82370
2348001;82539
2351001;82209
2354001;81405
2357001;81497
2360002;81624
2363001;81710
2366001;81823
2369001;81987
2372002;81366
2384437;81397
2384437;81397
2384437;81397
2384437;81397
2387001;81468
2390001;81361
2393001;81429
2396001;81555
2399001;82068
2402001;82167
2405001;82270
2408001;81597
2411001;81064
2414001;81123
2417203;81210
2420002;81033
2423001;81294
2426001;81209
2429002;81100
2432001;81142
2435001;81193
2438001;81052
2441002;81290
2444001;81582
2447001;81641
2459400;81659
2459400;81659
2459400;81659
2459400;81659
2462002;82166
2465001;83660
2468001;85043
2471001;85092
2474001;85122
2477001;85020
2480001;85019
2483002;84899
2486001;85301
2489001;86781
2492001;87725
2495001;90036
2498001;92345
2501001;93422
2504001;92287
2507001;91944
2520887;92433
2520887;92433
2520887;92433
2520887;92433
2522001;92668
2525001;93089
2528001;94439
2531001;95544
2534001;96751
2537001;98508
2540001;99925
2543001;101162
2546001;102109
2549001;103229
2552001;103799
2555001;105587
2558001;107571
2561001;109810
2564001;110880
2567001;110622
2570001;110251
2583384;109839
2583384;109839
2583384;109839
2583384;109839
2585001;109194
2588001;108876
2591001;108528
2594001;108046
2597001;108086
2600001;108199
2603001;107761
2606001;107273
2609002;106958
2612001;106732
2615001;106248
2618001;106521
2621001;107065
2624001;107410
2627001;107621
2630001;107559
2644491;107765
2644491;107765
2644492;107765
2644492;107765
2645001;107779
2648001;108999
2651001;110570
2654001;111021
2657007;110588
2660001;109981
2663001;109677
2666001;109516
2669001;109749
2672001;109870
2675001;109787
2678001;109900
2681001;110491
2684001;110308
2687001;110044
2690001;110496
2693001;110633
2696001;110710
2714333;110355
2714334;110355
2714334;110355
2714334;110355
2714334;110355
2714334;110355
2717001;110084
2720001;109351
2723001;108965
2726001;108736
2729001;109007
2732001;109504
2735001;110593
2738001;110988
2741001;111395
2744001;111032
2747001;110343
2750001;109772
2753001;109958
2756001;110015
2769330;110926
2769331;110926
2769331;110926
2769331;110926
2771001;111014
2774001;111045
2777001;111086
2780001;111202
2783001;111309
2786001;111465
2789001;112221
2792001;113542
2795001;114887
2798006;115138
2801001;115901
2804001;116012
2807001;115937
2810001;116106
2813001;116224
2816001;116263
2819001;115989
2822001;115169
2825001;115608
2828001;115610
2831001;115826
2847664;115861
2847664;115861
2847664;115861
2847664;115861
2847664;115861
2849001;115106
2852001;115021
2855001;115233
2858001;113715
2861001;113058
2864001;112684
2867001;112753
2870001;111846
2873001;111655
2876001;111768
2879001;111862
2882001;111117
2893053;111074
2893053;111074
2893053;111074
2894001;111104
2897001;111199
2900004;111365
2903002;111913
2906001;112247
2909001;112194
2912001;112059
2915001;112371
2918001;112411
2921001;112504
2924003;112619
2927001;112685
2930001;112858
2933003;112724
2936001;111728
2939001;110718
2942001;109502
2945001;108473
2948001;107396
2960297;107027
2960297;107027
2960298;107027
2960298;107027
2963001;105194
2966001;104273
2969003;104368
2972001;104124
2975001;102708
2978001;102244
2981001;101076
2984001;100112
2996014;100022
2996015;100022
2996015;100022
2996015;100022
2999001;99578
3002001;99520
3005001;99575
3008001;99653
3011001;99749
3014001;99825
3017388;99860
3020002;99896
3023001;99866
3026001;99976
3029271;100090
3032001;100213
3035001;100326
3038002;100355
3041001;100445
3044001;99817
3047001;98773
3050001;98164
3053001;97807
3065603;97813
3065688;97819
3065689;97819
3065689;97819
3068002;97896
3071001;97990
3074001;98084
3077001;98101
3080001;98176
3083001;98249
3086001;97972
3089001;97978
3092001;97965
3095001;97942
3098001;98038
3101001;98183
3104001;98296
3107001;98183
3110002;98221
3113001;98297
3116001;98380
3119006;98459
3122001;98507
3125001;98505
3128002;98578
3131001;98606
3144169;98574
3144169;98574
3144169;98574
3144169;98574
3146001;98601
3149001;98652
3152001;98675
3155001;98809
3158001;98206
3161001;98288
3164001;98389
3167001;97932
3170002;97912
3173001;97901
3176001;97927
3179001;97919
3182001;97966
3185001;98014
3188001;98044
3191001;97984
3194014;98039
3197002;98022
3200001;98019
3203002;98042
3206001;98065
3209001;98121
3212001;98103
3215145;98039
3219523;98083
3221001;98139
3230528;98147
3230529;98147
3230529;98147
3233001;98208
3236001;98263
3239001;98256
3242001;98320
3245008;98359
3248001;98419
3251001;98369
3254001;98396
3257001;98424
3260001;98475
3263001;98584
3266241;98653
3269129;98712
3272001;98797
3275001;98759
3278001;98756
3281001;98871
3284001;98982
3287001;98974
3290001;99060
3293001;99080
3296001;99157
3299001;99343
3302001;99435
3305001;99463
3308369;99479
3311001;99513
3314001;99435
3325163;99614
3325164;99614
3325164;99614
3326001;99485
3329001;99576
3332001;99679
3335001;99728
3338001;99709
3341001;99856
3344001;99495
3347001;99658
3350001;99762
3353001;99769
3356001;99936
3359001;100192
3362001;100318
3365001;100570
3381859;100654
3381860;100654
3381860;100654
3381863;100654
3381863;100654
3383001;100742
3386001;101323
3389001;102348
3392001;103544
3395001;104611
3398001;104803
3401001;104921
3404001;105233
3407001;105904
3410001;106614
3413001;107487
3416001;108530
3419001;109946
3422001;111529
3425001;112187
3428006;112292
3431001;112391
3434001;112471
3437001;112324
3440001;112593
3443001;112694
3446001;112712
3449001;112931
3452001;113204
3456862;113273
3458001;113316
3461001;113604
3464001;113680
3467001;113793
3470001;113567
3473001;113351
3476001;113425
3486674;113456
3486674;113456
3486674;113456
3488001;113650
3491002;113671
3494001;114026
3497001;114107
3500001;114212
3503001;114638
3506001;115138
3509001;115422
3512001;115452
3515002;115772
3518001;116763
3521001;117910
3524001;119584
3527305;120903
3530002;122207
3533001;123214
3536001;124489
3539001;125857
3542001;125943
3545002;126261
3548047;126280
3551001;126827
3554001;128430
3557001;129133
3560001;129097
3574498;129097
3574499;129097
3574499;129097
3574499;129097
3575001;129128
3578001;129260
3581001;130505
3584001;131995
3587001;133524
3590001;134565
3593001;135613
3596001;136639
3599001;136634
3602002;137694
3605001;138155
3608001;138220
3611001;138789
3614001;139980
3617001;141432
3620001;143279
3623001;144794
3626001;146130
3629001;147475
3634009;148196
3668347;148190
3668355;148189
3668355;148189
3668355;148189
3668355;148189
3668355;148189
3668355;148189
3668355;148189
3668355;148189
3668356;148189
3668356;148189
3668356;148189
3671001;148663
3674001;149061
3677001;149244
3680001;149386
3683001;149396
3686001;149433
3689002;149516
3692001;149564
3695001;149639
3698001;149909
3701001;149953
3704001;149736
3707001;148464
3710002;148747
